date,mean_wind_speed_kph,max_hourly_mean_wind_speed_kph,min_hourly_mean_wind_speed_kph,high_ten_min_mean_wind_speed_kph,wind_direction_at_max_ten_min_mean_deg,highest_gust_speed_kph
2017-08-08,11.28,20.372,3.704,25.9,20,40.7
2017-08-09,13.88,20.372,5.556,25.9,10,38.85
2017-08-10,14.43,22.224,3.704,25.9,230,42.55
2017-08-11,20.91,27.78,14.816,29.6,280,48.1
2017-08-12,10.73,20.372,3.704,22.2,350,35.15
2017-08-13,9.25,16.668,1.852,20.35,160,31.45
2017-08-14,13.69,22.224,5.556,25.9,190,40.7
2017-08-15,12.21,20.372,5.556,25.9,300,37
2017-08-16,19.98,25.928,9.26,33.3,210,53.65
2017-08-17,18.5,25.928,9.26,29.6,200,46.25
2017-08-18,15.91,25.928,11.112,31.45,300,46.25
2017-08-19,17.21,25.928,5.556,29.6,280,51.8
2017-08-20,11.1,18.52,3.704,22.2,100,33.3
2017-08-21,10.54,14.816,5.556,18.5,200,27.75
2017-08-22,10.54,16.668,5.556,22.2,160,35.15
2017-08-23,13.51,20.372,5.556,24.05,240,35.15
2017-08-24,18.13,25.928,9.26,29.6,210,48.1
2017-08-25,12.21,16.668,7.408,22.2,210,31.45
2017-08-26,6.66,11.112,1.852,14.8,310,20.35
2017-08-27,13.32,20.372,3.704,25.9,210,37
2017-08-28,15.73,20.372,5.556,25.9,210,40.7
2017-08-29,11.1,22.224,5.556,25.9,250,37
2017-08-30,9.62,16.668,3.704,22.2,310,33.3
2017-08-31,7.22,12.964,1.852,14.8,340,25.9
2017-09-01,6.66,12.964,1.852,14.8,250,20.35
2017-09-02,14.06,20.372,5.556,22.2,170,37
2017-09-03,10.54,16.668,3.704,18.5,280,29.6
2017-09-04,15.36,22.224,5.556,24.05,210,37
2017-09-05,14.99,22.224,5.556,29.6,260,42.55
2017-09-06,14.43,22.224,7.408,25.9,270,37
2017-09-07,15.17,22.224,5.556,27.75,260,46.25
2017-09-08,17.02,25.928,9.26,27.75,280,49.95
2017-09-09,18.13,27.78,9.26,31.45,320,48.1
2017-09-10,27.01,40.744,11.112,44.4,250,81.4
2017-09-11,20.54,25.928,7.408,33.3,310,53.65
2017-09-12,12.02,18.52,5.556,22.2,20,35.15
2017-09-13,13.13,22.224,9.26,27.75,270,44.4
2017-09-14,15.54,25.928,9.26,29.6,300,46.25
2017-09-15,13.88,20.372,7.408,25.9,330,46.25
2017-09-16,8.51,16.668,3.704,20.35,320,31.45
2017-09-17,7.77,12.964,1.852,14.8,80,24.05
2017-09-18,6.66,11.112,1.852,14.8,240,22.2
2017-09-19,15.73,24.076,7.408,29.6,170,44.4
2017-09-20,11.66,24.076,3.704,25.9,160,42.55
2017-09-21,11.1,18.52,1.852,24.05,210,40.7
2017-09-22,16.65,27.78,9.26,33.3,160,59.2
2017-09-23,24.24,35.188,12.964,38.85,160,62.9
2017-09-24,8.51,18.52,1.852,20.35,180,33.3
2017-09-25,9.07,18.52,1.852,20.35,200,33.3
2017-09-26,19.61,29.632,11.112,35.15,170,53.65
2017-09-27,14.06,24.076,7.408,27.75,130,44.4
2017-09-28,16.84,33.336,5.556,38.85,150,62.9
2017-09-29,21.28,29.632,9.26,37,210,59.2
2017-09-30,9.07,12.964,1.852,18.5,210,25.9
2017-10-01,25.53,38.892,11.112,44.4,260,70.3
2017-10-02,24.79,37.04,11.112,42.55,270,64.75
2017-10-03,14.24,18.52,9.26,25.9,260,38.85
2017-10-04,20.91,35.188,12.964,40.7,260,64.75
2017-10-05,14.62,27.78,5.556,27.75,310,40.7
2017-10-06,11.84,22.224,1.852,25.9,230,40.7
2017-10-07,16.28,22.224,7.408,25.9,280,38.85
2017-10-08,6.29,9.26,1.852,12.95,210,16.65
2017-10-09,14.99,22.224,7.408,24.05,260,37
2017-10-10,21.28,29.632,9.26,35.15,200,57.35
2017-10-11,19.79,35.188,9.26,40.7,200,70.3
2017-10-12,19.42,31.484,11.112,37,210,55.5
2017-10-13,20.35,33.336,12.964,37,210,61.05
2017-10-14,15.91,29.632,3.704,33.3,160,55.5
2017-10-15,18.5,31.484,9.26,33.3,200,57.35
2017-10-16,32.93,46.3,16.668,53.65,190,81.4
2017-10-17,15.91,35.188,3.704,35.15,260,57.35
2017-10-18,15.91,25.928,7.408,29.6,120,44.4
2017-10-19,15.91,27.78,3.704,31.45,330,48.1
2017-10-20,17.21,33.336,5.556,37,120,55.5
2017-10-21,28.31,38.892,20.372,40.7,290,70.3
2017-10-22,18.69,29.632,12.964,33.3,270,55.5
2017-10-23,16.28,22.224,11.112,24.05,210,37
2017-10-24,15.91,24.076,5.556,27.75,220,42.55
2017-10-25,12.95,20.372,3.704,24.05,220,38.85
2017-10-26,6.48,11.112,3.704,16.65,10,22.2
2017-10-27,4.81,7.408,1.852,12.95,230,16.65
2017-10-28,17.39,25.928,9.26,31.45,260,42.55
2017-10-29,10.73,20.372,5.556,22.2,310,35.15
2017-10-30,13.51,22.224,5.556,27.75,210,42.55
2017-10-31,20.72,27.78,14.816,31.45,210,48.1
2017-11-01,10.36,16.668,3.704,25.9,200,33.3
2017-11-02,4.44,9.26,3.704,11.1,0,16.65
2017-11-03,9.99,16.668,5.556,18.5,250,29.6
2017-11-04,13.13,25.928,7.408,40.7,270,57.35
2017-11-05,12.39,18.52,7.408,24.05,310,46.25
2017-11-06,20.54,27.78,11.112,31.45,200,53.65
2017-11-07,9.43,20.372,3.704,20.35,310,35.15
2017-11-08,12.21,20.372,5.556,25.9,260,40.7
2017-11-09,16.84,27.78,5.556,33.3,260,51.8
2017-11-10,12.77,29.632,5.556,29.6,280,46.25
2017-11-11,9.07,25.928,1.852,27.75,260,40.7
2017-11-12,14.06,22.224,5.556,27.75,320,44.4
2017-11-13,13.13,20.372,3.704,24.05,210,35.15
2017-11-14,8.88,14.816,1.852,16.65,220,25.9
2017-11-15,11.28,22.224,1.852,29.6,200,46.25
2017-11-16,11.66,25.928,3.704,31.45,230,51.8
2017-11-17,7.4,12.964,3.704,14.8,230,22.2
2017-11-18,3.88,5.556,1.852,7.4,240,11.1
2017-11-19,12.95,20.372,3.704,25.9,210,42.55
2017-11-20,15.73,22.224,9.26,22.2,220,35.15
2017-11-21,16.84,25.928,9.26,33.3,220,51.8
2017-11-22,13.32,22.224,3.704,29.6,0,42.55
2017-11-23,14.43,24.076,3.704,35.15,290,57.35
2017-11-24,9.99,20.372,5.556,25.9,290,40.7
2017-11-25,14.24,20.372,7.408,25.9,270,49.95
2017-11-26,15.36,27.78,5.556,29.6,270,49.95
2017-11-27,18.13,22.224,12.964,25.9,270,38.85
2017-11-28,14.06,18.52,9.26,27.75,0,44.4
2017-11-29,10.54,14.816,7.408,20.35,330,38.85
2017-11-30,8.51,14.816,5.556,16.65,0,29.6
2017-12-01,7.77,9.26,3.704,11.1,280,16.65
2017-12-02,9.81,14.816,3.704,16.65,280,25.9
2017-12-03,9.81,14.816,5.556,16.65,280,24.05
2017-12-04,7.58,11.112,5.556,12.95,200,18.5
2017-12-05,14.8,20.372,9.26,24.05,200,37
2017-12-06,23.49,31.484,14.816,35.15,210,59.2
2017-12-07,23.86,33.336,16.668,38.85,300,70.3
2017-12-08,14.8,27.78,5.556,37,310,72.15
2017-12-09,7.96,18.52,1.852,22.2,100,33.3
2017-12-10,16.46,25.928,7.408,27.75,60,40.7
2017-12-11,12.39,18.52,5.556,25.9,310,46.25
2017-12-12,12.39,20.372,5.556,24.05,160,38.85
2017-12-13,21.46,31.484,12.964,42.55,270,72.15
2017-12-14,20.35,33.336,9.26,44.4,270,64.75
2017-12-15,14.8,29.632,7.408,33.3,330,61.05
2017-12-16,8.33,12.964,5.556,14.8,200,22.2
2017-12-17,13.13,24.076,3.704,27.75,190,42.55
2017-12-18,9.81,12.964,5.556,20.35,190,31.45
2017-12-19,17.02,25.928,7.408,27.75,200,42.55
2017-12-20,8.33,22.224,1.852,22.2,200,35.15
2017-12-21,14.06,18.52,9.26,24.05,210,31.45
2017-12-22,8.88,18.52,3.704,20.35,280,29.6
2017-12-23,19.24,25.928,11.112,33.3,210,53.65
2017-12-24,26.46,35.188,12.964,42.55,210,62.9
2017-12-25,9.99,20.372,5.556,25.9,290,38.85
2017-12-26,9.99,18.52,5.556,22.2,230,37
2017-12-27,12.95,20.372,7.408,31.45,310,51.8
2017-12-28,7.58,12.964,3.704,16.65,130,25.9
2017-12-29,22.39,42.596,9.26,46.25,270,77.7
2017-12-30,19.06,29.632,5.556,46.25,200,77.7
2017-12-31,21.46,48.152,9.26,51.8,210,96.2
2018-01-01,18.87,27.78,9.26,31.45,280,53.65
2018-01-02,24.61,51.856,9.26,74,250,125.8
2018-01-03,32.19,44.448,11.112,51.8,250,83.25
2018-01-04,14.99,24.076,5.556,33.3,250,51.8
2018-01-05,9.81,16.668,3.704,20.35,280,27.75
2018-01-06,17.21,24.076,11.112,29.6,60,40.7
2018-01-07,8.51,11.112,5.556,12.95,70,16.65
2018-01-08,14.06,22.224,9.26,24.05,110,44.4
2018-01-09,21.28,31.484,7.408,35.15,120,53.65
2018-01-10,8.88,12.964,3.704,16.65,220,31.45
2018-01-11,8.33,14.816,1.852,20.35,120,33.3
2018-01-12,22.01,25.928,16.668,27.75,130,51.8
2018-01-13,13.32,25.928,5.556,27.75,130,49.95
2018-01-14,20.16,33.336,7.408,37,200,59.2
2018-01-15,23.68,31.484,11.112,40.7,270,72.15
2018-01-16,28.86,33.336,20.372,48.1,290,90.65
2018-01-17,22.94,38.892,9.26,46.25,290,83.25
2018-01-18,14.06,31.484,7.408,31.45,260,53.65
2018-01-19,14.43,24.076,7.408,31.45,240,51.8
2018-01-20,9.81,18.52,3.704,20.35,80,29.6
2018-01-21,17.39,37.04,5.556,42.55,260,62.9
2018-01-22,18.69,24.076,12.964,31.45,180,46.25
2018-01-23,24.42,31.484,14.816,44.4,200,74
2018-01-24,24.61,44.448,14.816,49.95,200,90.65
2018-01-25,16.46,27.78,9.26,31.45,190,62.9
2018-01-26,12.58,22.224,5.556,24.05,190,37
2018-01-27,23.86,44.448,14.816,48.1,270,72.15
2018-01-28,25.71,31.484,18.52,37,220,59.2
2018-01-29,13.88,31.484,7.408,35.15,220,51.8
2018-01-30,16.65,25.928,5.556,38.85,260,62.9
2018-01-31,27.19,38.892,16.668,44.4,270,75.85
2018-02-01,17.58,24.076,12.964,31.45,350,57.35
2018-02-02,9.99,14.816,3.704,16.65,280,25.9
2018-02-03,14.43,24.076,5.556,31.45,310,55.5
2018-02-04,9.07,16.668,3.704,18.5,0,27.75
2018-02-05,7.96,14.816,1.852,20.35,170,33.3
2018-02-06,13.13,22.224,5.556,29.6,330,51.8
2018-02-07,11.47,18.52,1.852,22.2,200,31.45
2018-02-08,12.58,18.52,7.408,25.9,280,48.1
2018-02-09,14.43,20.372,11.112,25.9,200,42.55
2018-02-10,21.64,31.484,12.964,40.7,210,61.05
2018-02-11,16.28,27.78,11.112,35.15,250,62.9
2018-02-12,18.13,35.188,5.556,38.85,160,66.6
2018-02-13,15.73,24.076,7.408,37,280,57.35
2018-02-14,25.34,40.744,12.964,44.4,170,72.15
2018-02-15,20.54,31.484,14.816,35.15,260,61.05
2018-02-16,16.09,25.928,11.112,31.45,170,49.95
2018-02-17,9.81,14.816,5.556,18.5,210,25.9
2018-02-18,10.36,14.816,3.704,16.65,230,25.9
2018-02-19,11.66,18.52,3.704,22.2,270,35.15
2018-02-20,7.22,14.816,1.852,22.2,290,31.45
2018-02-21,7.77,14.816,1.852,16.65,170,25.9
2018-02-22,15.91,25.928,9.26,27.75,150,42.55
2018-02-23,20.16,24.076,14.816,27.75,130,46.25
2018-02-24,18.87,25.928,11.112,27.75,110,42.55
2018-02-25,14.99,22.224,9.26,25.9,120,38.85
2018-02-26,17.39,25.928,11.112,29.6,110,44.4
2018-02-27,15.73,29.632,7.408,35.15,30,53.65
2018-02-28,25.71,37.04,11.112,40.7,60,68.45
2018-03-01,30.52,38.892,20.372,44.4,40,64.75
2018-03-02,34.96,42.596,25.928,49.95,70,74
2018-03-03,25.34,33.336,16.668,38.85,70,53.65
2018-03-04,19.42,27.78,11.112,29.6,50,42.55
2018-03-05,6.66,14.816,3.704,14.8,10,22.2
2018-03-06,8.33,16.668,3.704,20.35,250,29.6
2018-03-07,16.84,27.78,9.26,31.45,240,46.25
2018-03-08,9.07,14.816,3.704,27.75,290,42.55
2018-03-09,12.95,24.076,3.704,27.75,60,38.85
2018-03-10,20.35,25.928,11.112,27.75,60,44.4
2018-03-11,10.92,16.668,5.556,18.5,140,29.6
2018-03-12,10.73,20.372,3.704,27.75,270,38.85
2018-03-13,17.02,25.928,7.408,31.45,160,49.95
2018-03-14,27.38,38.892,16.668,42.55,120,72.15
2018-03-15,19.24,25.928,7.408,31.45,130,53.65
2018-03-16,14.06,22.224,3.704,27.75,80,40.7
2018-03-17,24.61,31.484,12.964,38.85,80,62.9
2018-03-18,24.79,38.892,16.668,42.55,40,55.5
2018-03-19,16.09,22.224,9.26,25.9,70,38.85
2018-03-20,7.22,11.112,1.852,14.8,200,20.35
2018-03-21,15.54,24.076,7.408,27.75,240,37
2018-03-22,19.79,29.632,9.26,31.45,160,51.8
2018-03-23,15.36,29.632,5.556,44.4,270,62.9
2018-03-24,8.88,18.52,1.852,22.2,280,31.45
2018-03-25,7.4,18.52,1.852,22.2,290,29.6
2018-03-26,12.77,20.372,3.704,22.2,160,35.15
2018-03-27,20.91,35.188,9.26,40.7,260,61.05
2018-03-28,12.02,22.224,5.556,29.6,240,48.1
2018-03-29,11.28,18.52,5.556,22.2,80,31.45
2018-03-30,17.76,24.076,7.408,27.75,20,38.85
2018-03-31,9.99,18.52,3.704,24.05,20,35.15
2018-04-01,19.42,27.78,7.408,31.45,70,46.25
2018-04-02,23.86,31.484,16.668,33.3,70,51.8
2018-04-03,14.43,18.52,5.556,20.35,50,33.3
2018-04-04,19.98,33.336,3.704,40.7,350,61.05
2018-04-05,18.87,31.484,3.704,35.15,130,55.5
2018-04-06,24.98,44.448,11.112,49.95,190,81.4
2018-04-07,4.44,9.26,1.852,12.95,180,18.5
2018-04-08,5.55,9.26,1.852,14.8,220,20.35
2018-04-09,10.73,18.52,1.852,24.05,160,42.55
2018-04-10,17.21,24.076,9.26,25.9,60,38.85
2018-04-11,12.21,14.816,9.26,18.5,80,29.6
2018-04-12,13.69,20.372,7.408,25.9,80,40.7
2018-04-13,6.29,11.112,1.852,12.95,200,18.5
2018-04-14,18.31,27.78,7.408,33.3,150,51.8
2018-04-15,26.46,31.484,20.372,37,120,59.2
2018-04-16,28.12,37.04,16.668,40.7,160,66.6
2018-04-17,30.34,44.448,14.816,49.95,200,85.1
2018-04-18,22.94,40.744,11.112,46.25,160,72.15
2018-04-19,16.65,24.076,9.26,25.9,220,38.85
2018-04-20,14.24,20.372,3.704,24.05,250,37
2018-04-21,12.95,18.52,5.556,22.2,190,33.3
2018-04-22,18.5,25.928,9.26,33.3,260,48.1
2018-04-23,19.61,35.188,9.26,40.7,260,61.05
2018-04-24,13.69,22.224,5.556,27.75,270,38.85
2018-04-25,20.72,33.336,11.112,38.85,280,59.2
2018-04-26,16.46,25.928,1.852,31.45,270,44.4
2018-04-27,11.1,18.52,1.852,24.05,40,38.85
2018-04-28,7.96,18.52,3.704,20.35,280,29.6
2018-04-29,7.58,18.52,3.704,22.2,70,31.45
2018-04-30,8.51,14.816,5.556,18.5,280,27.75
2018-05-01,17.39,25.928,11.112,31.45,190,49.95
2018-05-02,18.87,31.484,9.26,37,260,55.5
2018-05-03,17.21,24.076,7.408,27.75,210,44.4
2018-05-04,17.94,27.78,11.112,29.6,210,40.7
2018-05-05,20.16,31.484,11.112,33.3,210,51.8
2018-05-06,14.06,24.076,7.408,25.9,220,38.85
2018-05-07,15.91,25.928,7.408,27.75,230,40.7
2018-05-08,17.58,27.78,11.112,29.6,260,46.25
2018-05-09,20.54,27.78,9.26,33.3,250,49.95
2018-05-10,18.87,25.928,11.112,29.6,200,44.4
2018-05-11,19.79,27.78,7.408,33.3,160,61.05
2018-05-12,13.32,22.224,5.556,25.9,210,40.7
2018-05-13,13.88,22.224,7.408,24.05,210,37
2018-05-14,11.28,16.668,5.556,18.5,170,27.75
2018-05-15,13.69,20.372,7.408,24.05,340,42.55
2018-05-16,14.99,24.076,7.408,27.75,10,38.85
2018-05-17,10.54,14.816,7.408,18.5,160,29.6
2018-05-18,13.32,22.224,7.408,24.05,220,38.85
2018-05-19,15.17,25.928,5.556,29.6,180,44.4
2018-05-20,14.99,20.372,5.556,22.2,170,37
2018-05-21,17.02,24.076,9.26,27.75,0,40.7
2018-05-22,10.73,18.52,5.556,18.5,0,31.45
2018-05-23,8.69,14.816,3.704,16.65,110,25.9
2018-05-24,8.51,16.668,3.704,20.35,350,29.6
2018-05-25,17.39,25.928,9.26,29.6,350,46.25
2018-05-26,15.73,20.372,11.112,24.05,70,35.15
2018-05-27,14.62,22.224,5.556,25.9,80,38.85
2018-05-28,6.66,11.112,3.704,14.8,350,20.35
2018-05-29,10.36,16.668,5.556,18.5,100,25.9
2018-05-30,10.18,14.816,7.408,18.5,30,29.6
2018-05-31,6.1,9.26,3.704,11.1,320,18.5
2018-06-01,7.96,14.816,1.852,16.65,310,24.05
2018-06-02,7.58,12.964,3.704,14.8,0,24.05
2018-06-03,8.14,14.816,3.704,16.65,310,22.2
2018-06-04,8.14,14.816,5.556,18.5,10,29.6
2018-06-05,7.77,11.112,3.704,14.8,110,22.2
2018-06-06,8.69,14.816,3.704,16.65,310,27.75
2018-06-07,9.07,14.816,1.852,18.5,60,29.6
2018-06-08,9.25,14.816,5.556,18.5,310,27.75
2018-06-09,7.96,14.816,3.704,18.5,300,27.75
2018-06-10,11.1,16.668,7.408,18.5,340,29.6
2018-06-11,11.47,16.668,3.704,18.5,350,31.45
2018-06-12,9.43,14.816,3.704,18.5,0,29.6
2018-06-13,22.94,38.892,3.704,44.4,220,79.55
2018-06-14,28.49,50.004,9.26,57.35,210,96.2
2018-06-15,15.91,22.224,9.26,24.05,190,42.55
2018-06-16,17.21,22.224,9.26,29.6,250,44.4
2018-06-17,16.46,27.78,5.556,31.45,230,51.8
2018-06-18,17.39,24.076,9.26,27.75,270,38.85
2018-06-19,15.17,29.632,3.704,33.3,210,53.65
2018-06-20,17.94,27.78,7.408,27.75,210,48.1
2018-06-21,13.13,18.52,3.704,22.2,330,37
2018-06-22,7.96,12.964,5.556,14.8,350,24.05
2018-06-23,7.03,14.816,1.852,16.65,300,22.2
2018-06-24,7.58,12.964,1.852,14.8,210,24.05
2018-06-25,5.37,7.408,1.852,11.1,300,16.65
2018-06-26,7.4,9.26,3.704,12.95,130,24.05
2018-06-27,8.33,12.964,5.556,14.8,90,22.2
2018-06-28,11.47,14.816,7.408,18.5,30,27.75
2018-06-29,9.43,14.816,3.704,16.65,80,25.9
2018-06-30,10.73,16.668,5.556,20.35,300,33.3
2018-07-01,19.61,25.928,11.112,31.45,0,44.4
2018-07-02,14.62,20.372,9.26,24.05,340,37
2018-07-03,10.54,14.816,7.408,18.5,120,29.6
2018-07-04,11.66,20.372,5.556,22.2,300,33.3
2018-07-05,7.96,14.816,3.704,18.5,10,27.75
2018-07-06,8.14,16.668,3.704,18.5,200,27.75
2018-07-07,11.84,18.52,3.704,20.35,200,33.3
2018-07-08,8.69,16.668,1.852,20.35,290,25.9
2018-07-09,11.47,18.52,5.556,20.35,340,35.15
2018-07-10,10.73,16.668,5.556,20.35,10,29.6
2018-07-11,12.95,18.52,5.556,22.2,10,31.45
2018-07-12,9.43,16.668,3.704,18.5,350,25.9
2018-07-13,5,9.26,1.852,12.95,290,20.35
2018-07-14,17.39,25.928,7.408,29.6,180,44.4
2018-07-15,13.69,20.372,7.408,24.05,190,35.15
2018-07-16,8.69,14.816,3.704,22.2,280,35.15
2018-07-17,9.25,20.372,3.704,24.05,210,35.15
2018-07-18,8.14,12.964,3.704,14.8,280,22.2
2018-07-19,9.43,16.668,1.852,20.35,220,31.45
2018-07-20,13.51,16.668,9.26,18.5,270,31.45
2018-07-21,11.28,18.52,7.408,20.35,300,29.6
2018-07-22,13.13,20.372,5.556,25.9,200,37
2018-07-23,12.39,18.52,5.556,20.35,290,29.6
2018-07-24,11.28,20.372,3.704,24.05,200,33.3
2018-07-25,14.43,24.076,7.408,25.9,220,40.7
2018-07-26,15.73,25.928,5.556,31.45,160,48.1
2018-07-27,11.28,22.224,5.556,24.05,150,35.15
2018-07-28,15.17,27.78,7.408,31.45,270,46.25
2018-07-29,9.62,18.52,3.704,22.2,240,37
2018-07-30,13.51,20.372,9.26,25.9,220,40.7
2018-07-31,20.72,29.632,11.112,38.85,220,70.3
2018-08-01,16.84,25.928,7.408,27.75,200,48.1
2018-08-02,14.43,18.52,11.112,22.2,190,33.3
2018-08-03,10.36,18.52,1.852,22.2,300,29.6
2018-08-04,8.14,12.964,1.852,16.65,260,24.05
2018-08-05,12.77,20.372,1.852,24.05,210,35.15
2018-08-06,12.95,18.52,5.556,22.2,210,33.3
2018-08-07,12.77,22.224,5.556,27.75,220,40.7
2018-08-08,14.43,25.928,5.556,29.6,250,46.25
2018-08-09,11.84,18.52,3.704,24.05,240,37
2018-08-10,10.18,20.372,1.852,22.2,310,33.3
2018-08-11,13.69,18.52,7.408,22.2,130,37
2018-08-12,5.92,12.964,1.852,16.65,280,24.05
2018-08-13,9.43,16.668,3.704,18.5,290,27.75
2018-08-14,18.31,24.076,7.408,25.9,210,42.55
2018-08-15,18.69,27.78,7.408,33.3,220,49.95
2018-08-16,17.76,27.78,9.26,31.45,260,46.25
2018-08-17,18.31,31.484,11.112,35.15,230,51.8
2018-08-18,18.31,24.076,7.408,27.75,210,42.55
2018-08-19,7.4,16.668,3.704,14.8,230,22.2
2018-08-20,8.69,12.964,3.704,14.8,200,22.2
2018-08-21,16.84,25.928,3.704,29.6,210,46.25
2018-08-22,12.77,18.52,5.556,22.2,220,35.15
2018-08-23,16.65,33.336,5.556,35.15,280,55.5
2018-08-24,15.36,25.928,3.704,29.6,280,48.1
2018-08-25,6.85,12.964,3.704,16.65,170,25.9
2018-08-26,19.42,29.632,7.408,35.15,240,53.65
2018-08-27,16.84,27.78,7.408,29.6,260,44.4
2018-08-28,12.95,22.224,1.852,25.9,200,44.4
2018-08-29,9.99,18.52,1.852,22.2,260,33.3
2018-08-30,7.58,12.964,3.704,14.8,120,22.2
2018-08-31,13.69,20.372,7.408,24.05,170,38.85
2018-09-01,7.96,12.964,3.704,16.65,190,24.05
2018-09-02,13.51,20.372,5.556,24.05,220,40.7
2018-09-03,7.22,14.816,1.852,18.5,0,29.6
2018-09-04,5.55,12.964,1.852,16.65,260,24.05
2018-09-05,11.1,18.52,1.852,20.35,280,31.45
2018-09-06,8.88,14.816,3.704,14.8,330,25.9
2018-09-07,7.77,16.668,1.852,20.35,230,31.45
2018-09-08,11.66,22.224,3.704,25.9,260,37
2018-09-09,18.13,25.928,9.26,31.45,250,46.25
2018-09-10,16.28,24.076,9.26,29.6,180,48.1
2018-09-11,14.43,24.076,7.408,29.6,260,53.65
2018-09-12,13.88,22.224,7.408,24.05,230,38.85
2018-09-13,15.73,24.076,9.26,27.75,230,40.7
2018-09-14,14.06,27.78,5.556,31.45,250,44.4
2018-09-15,16.46,29.632,5.556,35.15,170,61.05
2018-09-16,15.54,31.484,7.408,33.3,220,53.65
2018-09-17,16.84,27.78,7.408,35.15,190,55.5
2018-09-18,21.83,35.188,9.26,42.55,210,74
2018-09-19,30.52,62.968,11.112,72.15,210,114.7
2018-09-20,8.51,14.816,1.852,24.05,260,38.85
2018-09-21,17.58,33.336,5.556,35.15,280,55.5
2018-09-22,7.22,16.668,1.852,16.65,30,24.05
2018-09-23,12.39,22.224,5.556,29.6,320,49.95
2018-09-24,8.33,16.668,1.852,20.35,250,31.45
2018-09-25,22.57,33.336,9.26,38.85,190,57.35
2018-09-26,18.5,29.632,11.112,31.45,210,49.95
2018-09-27,13.32,22.224,5.556,25.9,0,38.85
2018-09-28,5,9.26,1.852,11.1,320,18.5
2018-09-29,10.36,22.224,3.704,25.9,230,35.15
2018-09-30,11.47,24.076,5.556,27.75,320,40.7
2018-10-01,14.06,24.076,1.852,29.6,260,44.4
2018-10-02,19.98,27.78,11.112,33.3,270,49.95
2018-10-03,12.58,18.52,7.408,22.2,200,35.15
2018-10-04,13.13,18.52,3.704,22.2,200,38.85
2018-10-05,7.22,11.112,1.852,16.65,300,25.9
2018-10-06,9.43,16.668,3.704,18.5,300,29.6
2018-10-07,24.61,35.188,9.26,38.85,210,62.9
2018-10-08,29.79,33.336,25.928,38.85,210,64.75
2018-10-09,28.12,37.04,12.964,42.55,190,70.3
2018-10-10,22.2,29.632,14.816,35.15,120,62.9
2018-10-11,18.69,31.484,9.26,40.7,120,64.75
2018-10-12,29.04,40.744,11.112,46.25,120,83.25
2018-10-13,9.43,18.52,3.704,20.35,0,33.3
2018-10-14,7.77,16.668,3.704,20.35,180,35.15
2018-10-15,9.07,16.668,1.852,22.2,160,33.3
2018-10-16,18.69,24.076,12.964,27.75,170,44.4
2018-10-17,8.51,16.668,1.852,20.35,280,35.15
2018-10-18,9.25,16.668,1.852,18.5,180,29.6
2018-10-19,15.73,18.52,12.964,22.2,170,33.3
2018-10-20,20.54,27.78,16.668,31.45,210,44.4
2018-10-21,12.95,20.372,3.704,27.75,290,42.55
2018-10-22,12.77,24.076,3.704,27.75,270,46.25
2018-10-23,19.98,27.78,12.964,35.15,280,51.8
2018-10-24,12.39,18.52,5.556,24.05,270,38.85
2018-10-25,12.02,22.224,5.556,27.75,280,42.55
2018-10-26,16.65,25.928,9.26,33.3,350,57.35
2018-10-27,12.39,22.224,5.556,29.6,0,49.95
2018-10-28,5.73,14.816,1.852,14.8,0,20.35
2018-10-29,15.73,22.224,9.26,24.05,120,42.55
2018-10-30,11.28,16.668,5.556,20.35,110,29.6
2018-10-31,8.69,12.964,5.556,16.65,270,25.9
2018-11-01,7.77,16.668,3.704,20.35,270,27.75
2018-11-02,16.28,29.632,5.556,35.15,180,55.5
2018-11-03,28.31,35.188,22.224,42.55,200,64.75
2018-11-04,15.17,24.076,5.556,27.75,200,49.95
2018-11-05,6.85,12.964,3.704,14.8,140,25.9
2018-11-06,15.73,24.076,7.408,27.75,130,49.95
2018-11-07,11.47,20.372,3.704,25.9,250,38.85
2018-11-08,17.21,25.928,9.26,29.6,160,49.95
2018-11-09,21.83,38.892,12.964,46.25,120,81.4
2018-11-10,11.47,16.668,7.408,20.35,170,29.6
2018-11-11,14.43,20.372,7.408,25.9,160,38.85
2018-11-12,17.58,22.224,11.112,25.9,170,46.25
2018-11-13,18.13,25.928,7.408,31.45,160,46.25
2018-11-14,23.68,35.188,9.26,37,160,57.35
2018-11-15,16.84,35.188,9.26,37,160,64.75
2018-11-16,18.5,27.78,11.112,35.15,120,49.95
2018-11-17,20.35,29.632,12.964,35.15,120,51.8
2018-11-18,15.36,24.076,9.26,25.9,80,37
2018-11-19,15.91,20.372,9.26,24.05,100,38.85
2018-11-20,18.69,25.928,12.964,29.6,50,44.4
2018-11-21,14.06,18.52,11.112,20.35,120,31.45
2018-11-22,16.65,22.224,11.112,25.9,100,37
2018-11-23,16.65,20.372,12.964,22.2,60,33.3
2018-11-24,14.43,16.668,11.112,18.5,70,25.9
2018-11-25,13.32,16.668,9.26,18.5,70,27.75
2018-11-26,16.65,27.78,9.26,29.6,110,44.4
2018-11-27,23.12,40.744,11.112,44.4,100,66.6
2018-11-28,28.31,44.448,18.52,49.95,190,79.55
2018-11-29,17.58,24.076,9.26,29.6,230,53.65
2018-11-30,17.76,25.928,7.408,33.3,230,57.35
2018-12-01,7.58,14.816,3.704,16.65,80,24.05
2018-12-02,11.66,20.372,3.704,22.2,230,37
