date,mean_wind_speed_kph,max_hourly_mean_wind_speed_kph,min_hourly_mean_wind_speed_kph,high_ten_min_mean_wind_speed_kph,wind_direction_at_max_ten_min_mean_deg,highest_gust_speed_kph
2020-03-29,16.09,24.076,7.408,25.9,30,37
2020-03-30,17.58,33.336,7.408,37,10,49.95
2020-03-31,14.06,22.224,7.408,24.05,20,35.15
2020-04-01,11.84,18.52,5.556,20.35,310,31.45
2020-04-02,17.58,27.78,7.408,33.3,280,53.65
2020-04-03,12.02,20.372,7.408,24.05,240,35.15
2020-04-04,19.79,29.632,9.26,38.85,170,57.35
2020-04-05,27.01,33.336,18.52,37,150,62.9
2020-04-06,18.87,27.78,7.408,31.45,230,53.65
2020-04-07,14.62,27.78,7.408,31.45,180,46.25
2020-04-08,9.99,16.668,3.704,18.5,210,27.75
2020-04-09,10.36,16.668,3.704,18.5,130,31.45
2020-04-10,7.77,12.964,5.556,14.8,200,22.2
2020-04-11,10.36,16.668,3.704,20.35,230,29.6
2020-04-12,18.31,35.188,3.704,37,20,55.5
2020-04-13,15.91,25.928,7.408,29.6,60,42.55
2020-04-14,8.69,14.816,3.704,16.65,180,25.9
2020-04-15,8.14,16.668,1.852,18.5,10,25.9
2020-04-16,14.24,18.52,9.26,22.2,60,31.45
2020-04-17,17.21,22.224,12.964,27.75,80,40.7
2020-04-18,15.36,20.372,11.112,24.05,80,35.15
2020-04-19,15.54,22.224,11.112,25.9,110,37
2020-04-20,15.54,22.224,9.26,24.05,100,37
2020-04-21,16.28,22.224,7.408,25.9,70,42.55
2020-04-22,12.39,18.52,9.26,24.05,80,35.15
2020-04-23,9.07,12.964,3.704,16.65,60,24.05
2020-04-24,8.69,14.816,3.704,18.5,340,31.45
2020-04-25,11.84,18.52,5.556,22.2,350,35.15
2020-04-26,12.95,18.52,5.556,20.35,0,35.15
2020-04-27,8.88,14.816,5.556,20.35,290,31.45
2020-04-28,8.14,12.964,5.556,18.5,170,27.75
2020-04-29,13.51,25.928,3.704,27.75,110,49.95
2020-04-30,10.92,22.224,3.704,27.75,10,42.55
2020-05-01,15.17,24.076,7.408,29.6,290,46.25
2020-05-02,8.33,14.816,3.704,18.5,10,24.05
2020-05-03,9.81,18.52,3.704,24.05,340,37
2020-05-04,16.46,22.224,9.26,25.9,70,44.4
2020-05-05,22.01,31.484,12.964,35.15,70,53.65
2020-05-06,16.28,24.076,9.26,27.75,120,46.25
2020-05-07,13.13,22.224,5.556,27.75,230,37
2020-05-08,7.58,12.964,3.704,14.8,320,24.05
2020-05-09,7.58,14.816,3.704,18.5,350,29.6
2020-05-10,22.39,29.632,11.112,35.15,60,53.65
2020-05-11,17.39,24.076,12.964,27.75,40,40.7
2020-05-12,10.92,18.52,3.704,24.05,0,35.15
2020-05-13,13.88,20.372,5.556,22.2,10,51.8
2020-05-14,9.25,18.52,3.704,22.2,350,33.3
2020-05-15,10.73,18.52,5.556,24.05,300,31.45
2020-05-16,11.84,20.372,3.704,22.2,220,33.3
2020-05-17,20.72,27.78,12.964,33.3,210,49.95
2020-05-18,18.5,25.928,7.408,29.6,210,46.25
2020-05-19,15.91,25.928,5.556,29.6,200,44.4
2020-05-20,16.65,25.928,5.556,29.6,150,44.4
2020-05-21,16.09,35.188,1.852,42.55,120,66.6
2020-05-22,37.19,50.004,20.372,55.5,220,94.35
2020-05-23,25.53,38.892,16.668,44.4,250,77.7
2020-05-24,18.31,27.78,7.408,31.45,210,42.55
2020-05-25,16.28,29.632,7.408,33.3,200,53.65
2020-05-26,6.66,14.816,1.852,16.65,300,22.2
2020-05-27,6.29,11.112,1.852,12.95,220,22.2
2020-05-28,12.39,18.52,5.556,22.2,140,35.15
2020-05-29,16.46,24.076,7.408,25.9,150,42.55
2020-05-30,13.69,20.372,7.408,24.05,150,40.7
2020-05-31,11.84,18.52,9.26,22.2,100,33.3
2020-06-01,7.77,18.52,3.704,22.2,300,33.3
2020-06-02,12.95,20.372,1.852,24.05,300,40.7
2020-06-03,23.12,35.188,9.26,38.85,0,57.35
2020-06-04,15.54,20.372,11.112,24.05,310,38.85
2020-06-05,20.16,29.632,9.26,35.15,330,57.35
2020-06-06,21.83,27.78,14.816,31.45,310,51.8
2020-06-07,14.43,18.52,7.408,24.05,10,38.85
2020-06-08,7.96,12.964,1.852,16.65,290,24.05
2020-06-09,9.62,16.668,1.852,20.35,220,33.3
2020-06-10,13.51,22.224,1.852,29.6,0,46.25
2020-06-11,22.2,25.928,14.816,31.45,60,44.4
2020-06-12,19.06,29.632,11.112,33.3,30,46.25
2020-06-13,10.92,14.816,5.556,18.5,40,25.9
2020-06-14,10.92,20.372,5.556,22.2,100,33.3
2020-06-15,11.28,18.52,5.556,22.2,0,33.3
2020-06-16,12.39,16.668,9.26,18.5,0,27.75
2020-06-17,11.66,16.668,7.408,18.5,350,27.75
2020-06-18,8.33,16.668,3.704,22.2,290,29.6
2020-06-19,11.1,18.52,3.704,24.05,240,35.15
2020-06-20,20.91,33.336,7.408,38.85,170,62.9
2020-06-21,20.35,25.928,11.112,31.45,210,49.95
2020-06-22,20.16,31.484,9.26,38.85,200,57.35
2020-06-23,10.18,18.52,7.408,22.2,190,33.3
2020-06-24,9.25,14.816,5.556,16.65,190,25.9
2020-06-25,7.96,11.112,5.556,12.95,310,22.2
2020-06-26,9.07,16.668,3.704,16.65,210,25.9
2020-06-27,19.06,31.484,3.704,35.15,260,55.5
2020-06-28,32.19,38.892,24.076,46.25,260,72.15
2020-06-29,24.42,31.484,16.668,35.15,250,55.5
2020-06-30,9.43,12.964,7.408,16.65,290,24.05
2020-07-01,9.43,12.964,5.556,16.65,330,31.45
2020-07-02,12.21,22.224,5.556,29.6,220,48.1
2020-07-03,17.21,25.928,1.852,29.6,220,53.65
2020-07-04,17.58,38.892,1.852,44.4,260,70.3
2020-07-05,26.09,44.448,14.816,49.95,260,77.7
2020-07-06,15.73,24.076,5.556,27.75,260,40.7
2020-07-07,10.92,14.816,5.556,18.5,110,27.75
2020-07-08,12.77,20.372,5.556,24.05,50,37
2020-07-09,14.24,20.372,7.408,22.2,340,40.7
2020-07-10,11.1,20.372,5.556,24.05,300,38.85
2020-07-11,6.1,9.26,3.704,14.8,210,24.05
2020-07-12,13.51,20.372,3.704,24.05,210,38.85
2020-07-13,14.24,20.372,7.408,24.05,270,33.3
2020-07-14,16.28,25.928,7.408,29.6,260,46.25
2020-07-15,18.5,25.928,11.112,29.6,290,42.55
2020-07-16,14.99,22.224,5.556,25.9,220,40.7
2020-07-17,12.77,20.372,7.408,20.35,220,35.15
2020-07-18,12.02,20.372,5.556,22.2,280,33.3
2020-07-19,10.36,18.52,3.704,20.35,300,29.6
2020-07-20,7.58,14.816,1.852,18.5,260,25.9
2020-07-21,11.28,18.52,1.852,22.2,220,33.3
2020-07-22,16.84,20.372,11.112,24.05,200,38.85
2020-07-23,12.39,18.52,3.704,24.05,280,33.3
2020-07-24,14.06,24.076,1.852,25.9,200,40.7
2020-07-25,14.43,22.224,7.408,25.9,260,37
2020-07-26,13.69,22.224,5.556,25.9,240,38.85
2020-07-27,17.21,27.78,5.556,33.3,260,49.95
2020-07-28,14.24,24.076,3.704,27.75,260,40.7
2020-07-29,11.1,18.52,3.704,20.35,130,37
2020-07-30,19.79,29.632,12.964,33.3,160,55.5
2020-07-31,15.54,24.076,9.26,27.75,210,40.7
2020-08-01,10.73,18.52,5.556,22.2,220,33.3
2020-08-02,11.28,16.668,5.556,20.35,280,31.45
2020-08-03,11.28,16.668,5.556,22.2,190,37
2020-08-04,24.61,35.188,11.112,38.85,220,64.75
2020-08-05,11.1,18.52,3.704,20.35,210,31.45
2020-08-06,14.99,24.076,7.408,25.9,210,44.4
2020-08-07,13.69,16.668,5.556,22.2,260,33.3
2020-08-08,6.1,11.112,3.704,12.95,300,18.5
2020-08-09,7.4,14.816,3.704,18.5,280,25.9
2020-08-10,5.55,11.112,1.852,12.95,70,20.35
2020-08-11,5.92,12.964,1.852,14.8,310,25.9
2020-08-12,11.47,18.52,3.704,22.2,350,35.15
2020-08-13,10.36,14.816,3.704,16.65,10,27.75
2020-08-14,8.14,14.816,1.852,18.5,50,24.05
2020-08-15,9.07,12.964,3.704,14.8,100,24.05
2020-08-16,11.47,16.668,7.408,18.5,100,29.6
2020-08-17,6.1,9.26,3.704,11.1,80,16.65
2020-08-18,10.36,18.52,1.852,20.35,200,31.45
2020-08-19,16.65,33.336,3.704,42.55,80,66.6
2020-08-20,25.9,42.596,14.816,51.8,210,79.55
2020-08-21,18.87,29.632,11.112,35.15,260,57.35
2020-08-22,18.13,31.484,11.112,35.15,260,55.5
2020-08-23,13.13,25.928,3.704,31.45,260,48.1
2020-08-24,10.18,22.224,5.556,25.9,100,44.4
2020-08-25,22.2,35.188,9.26,38.85,90,62.9
2020-08-26,12.58,20.372,5.556,24.05,270,38.85
2020-08-27,9.25,12.964,5.556,18.5,60,25.9
2020-08-28,17.39,25.928,11.112,29.6,10,44.4
2020-08-29,14.43,27.78,3.704,31.45,350,51.8
2020-08-30,5,7.408,1.852,11.1,300,16.65
2020-08-31,13.32,20.372,7.408,24.05,170,38.85
2020-09-01,16.65,22.224,11.112,24.05,200,37
2020-09-02,20.16,25.928,16.668,29.6,210,51.8
2020-09-03,16.84,25.928,11.112,31.45,260,46.25
2020-09-04,15.17,27.78,9.26,31.45,270,53.65
2020-09-05,12.58,22.224,5.556,31.45,270,53.65
2020-09-06,10.73,14.816,5.556,16.65,200,25.9
2020-09-07,14.8,22.224,5.556,24.05,240,37
2020-09-08,17.58,25.928,5.556,27.75,210,44.4
2020-09-09,11.47,20.372,3.704,24.05,320,38.85
2020-09-10,12.58,20.372,3.704,25.9,220,46.25
2020-09-11,18.13,29.632,9.26,35.15,220,53.65
2020-09-12,22.01,37.04,9.26,38.85,220,64.75
2020-09-13,24.79,37.04,3.704,40.7,200,64.75
2020-09-14,10.92,18.52,7.408,22.2,90,33.3
2020-09-15,6.1,9.26,1.852,12.95,110,16.65
2020-09-16,6.85,14.816,1.852,16.65,90,27.75
2020-09-17,10.18,12.964,5.556,14.8,90,22.2
2020-09-18,12.39,18.52,7.408,22.2,70,31.45
2020-09-19,14.24,20.372,9.26,24.05,80,35.15
2020-09-20,9.43,12.964,5.556,16.65,100,24.05
2020-09-21,8.51,18.52,1.852,20.35,210,29.6
2020-09-22,17.76,29.632,7.408,37,210,57.35
2020-09-23,8.88,14.816,3.704,18.5,220,31.45
2020-09-24,17.94,31.484,9.26,35.15,350,53.65
2020-09-25,13.88,24.076,3.704,27.75,330,48.1
2020-09-26,7.96,16.668,3.704,18.5,350,31.45
2020-09-27,10.36,16.668,3.704,20.35,190,33.3
2020-09-28,14.24,22.224,3.704,27.75,260,40.7
2020-09-29,15.73,31.484,5.556,33.3,150,59.2
2020-09-30,11.1,29.632,3.704,29.6,170,46.25
2020-10-01,8.88,11.112,5.556,14.8,210,22.2
2020-10-02,13.88,20.372,9.26,25.9,350,46.25
2020-10-03,9.43,14.816,5.556,18.5,310,27.75
2020-10-04,26.27,37.04,11.112,40.7,310,64.75
2020-10-05,15.73,25.928,5.556,27.75,310,48.1
2020-10-06,18.13,31.484,9.26,38.85,290,62.9
2020-10-07,8.14,14.816,3.704,18.5,280,27.75
2020-10-08,13.69,22.224,3.704,25.9,210,38.85
2020-10-09,12.21,20.372,7.408,31.45,310,49.95
2020-10-10,15.36,24.076,7.408,27.75,280,48.1
2020-10-11,7.58,11.112,1.852,14.8,170,20.35
2020-10-12,17.02,24.076,7.408,27.75,310,46.25
2020-10-13,15.36,25.928,7.408,31.45,10,44.4
2020-10-14,12.02,20.372,9.26,24.05,70,31.45
2020-10-15,9.25,14.816,3.704,18.5,90,25.9
2020-10-16,14.24,22.224,9.26,27.75,110,37
2020-10-17,14.43,20.372,9.26,24.05,60,33.3
2020-10-18,10.18,18.52,5.556,22.2,180,37
2020-10-19,19.79,25.928,14.816,33.3,190,57.35
2020-10-20,17.76,27.78,11.112,27.75,110,49.95
2020-10-21,16.84,24.076,11.112,27.75,330,48.1
2020-10-22,13.88,20.372,5.556,25.9,160,38.85
2020-10-23,17.94,31.484,7.408,38.85,160,62.9
2020-10-24,22.76,38.892,14.816,42.55,200,66.6
2020-10-25,19.42,27.78,12.964,33.3,220,55.5
2020-10-26,17.02,27.78,7.408,33.3,300,51.8
2020-10-27,16.84,24.076,9.26,31.45,200,57.35
2020-10-28,16.09,20.372,5.556,27.75,220,53.65
2020-10-29,26.64,40.744,11.112,46.25,210,68.45
2020-10-30,13.88,22.224,9.26,29.6,100,44.4
2020-10-31,28.86,40.744,12.964,46.25,230,74
2020-11-01,21.46,40.744,7.408,48.1,160,72.15
2020-11-02,15.91,33.336,9.26,40.7,260,72.15
2020-11-03,12.77,25.928,3.704,33.3,240,51.8
2020-11-04,7.4,9.26,5.556,12.95,270,18.5
2020-11-05,5.55,11.112,1.852,14.8,300,24.05
2020-11-06,10.18,14.816,5.556,18.5,110,25.9
2020-11-07,12.77,20.372,7.408,22.2,90,33.3
2020-11-08,14.43,20.372,11.112,24.05,100,33.3
2020-11-09,12.77,18.52,7.408,20.35,120,33.3
2020-11-10,16.84,25.928,7.408,27.75,170,46.25
2020-11-11,20.54,29.632,5.556,33.3,160,59.2
2020-11-12,18.69,29.632,9.26,33.3,170,51.8
2020-11-13,15.91,22.224,9.26,25.9,240,46.25
2020-11-14,20.91,29.632,12.964,33.3,230,55.5
2020-11-15,17.76,31.484,9.26,37,270,55.5
2020-11-16,19.06,29.632,11.112,33.3,220,55.5
2020-11-17,27.94,35.188,20.372,37,210,59.2
2020-11-18,26.64,44.448,12.964,49.95,280,79.55
2020-11-19,14.43,27.78,5.556,31.45,310,46.25
2020-11-20,23.12,33.336,16.668,37,220,59.2
2020-11-21,14.99,29.632,5.556,31.45,220,49.95
2020-11-22,10.54,16.668,5.556,20.35,230,27.75
2020-11-23,21.09,31.484,11.112,35.15,210,55.5
2020-11-24,9.81,18.52,1.852,22.2,310,33.3
2020-11-25,8.33,14.816,1.852,18.5,290,27.75
2020-11-26,6.66,11.112,1.852,14.8,180,24.05
2020-11-27,9.07,14.816,7.408,18.5,180,27.75
2020-11-28,10.18,16.668,3.704,18.5,60,24.05
2020-11-29,5.73,11.112,1.852,11.1,220,16.65
2020-11-30,12.58,25.928,3.704,29.6,260,44.4
2020-12-01,9.25,20.372,1.852,24.05,270,35.15
2020-12-02,19.24,29.632,11.112,40.7,260,66.6
2020-12-03,10.73,16.668,5.556,27.75,240,40.7
2020-12-04,24.79,42.596,9.26,51.8,350,90.65
2020-12-05,20.16,35.188,11.112,40.7,340,72.15
2020-12-06,7.4,11.112,1.852,12.95,60,18.5
2020-12-07,5.73,11.112,1.852,14.8,60,18.5
2020-12-08,10.73,18.52,5.556,22.2,300,35.15
2020-12-09,10.54,20.372,5.556,22.2,160,35.15
2020-12-10,13.13,20.372,3.704,25.9,170,38.85
2020-12-11,10.73,18.52,3.704,24.05,290,37
2020-12-12,11.1,18.52,5.556,22.2,130,40.7
2020-12-13,18.69,22.224,12.964,29.6,200,51.8
2020-12-14,18.87,25.928,14.816,27.75,200,48.1
2020-12-15,15.73,20.372,7.408,25.9,200,42.55
2020-12-16,17.76,29.632,11.112,31.45,100,49.95
2020-12-17,17.58,29.632,9.26,33.3,200,57.35
2020-12-18,18.87,33.336,11.112,38.85,160,59.2
2020-12-19,16.84,22.224,9.26,25.9,180,40.7
2020-12-20,15.54,24.076,9.26,31.45,210,51.8
2020-12-21,8.88,12.964,5.556,16.65,350,31.45
2020-12-22,5.73,9.26,3.704,9.25,20,14.8
2020-12-23,17.39,31.484,7.408,35.15,0,57.35
2020-12-24,9.62,18.52,3.704,22.2,310,38.85
2020-12-25,11.66,24.076,3.704,27.75,270,44.4
2020-12-26,28.68,40.744,14.816,51.8,280,86.95
2020-12-27,18.87,27.78,11.112,33.3,270,55.5
2020-12-28,28.68,37.04,18.52,44.4,340,81.4
2020-12-29,19.98,33.336,3.704,40.7,320,66.6
2020-12-30,5.73,11.112,1.852,14.8,310,22.2
2020-12-31,13.69,25.928,5.556,31.45,350,53.65
2021-01-01,10.92,14.816,5.556,20.35,0,35.15
2021-01-02,9.25,14.816,5.556,16.65,310,24.05
2021-01-03,8.69,12.964,5.556,12.95,350,18.5
2021-01-04,12.77,16.668,9.26,18.5,20,27.75
2021-01-05,11.28,12.964,9.26,16.65,20,25.9
2021-01-06,6.48,11.112,1.852,12.95,10,16.65
2021-01-07,9.25,12.964,5.556,22.2,330,33.3
2021-01-08,8.51,12.964,3.704,20.35,320,29.6
2021-01-09,9.43,16.668,3.704,16.65,210,27.75
2021-01-10,11.1,20.372,5.556,25.9,250,35.15
2021-01-11,20.16,27.78,11.112,31.45,260,46.25
2021-01-12,11.1,22.224,1.852,24.05,280,38.85
2021-01-13,15.73,22.224,11.112,24.05,210,38.85
2021-01-14,10.54,16.668,3.704,18.5,310,29.6
2021-01-15,17.39,29.632,3.704,31.45,170,51.8
2021-01-16,18.87,25.928,12.964,37,280,55.5
2021-01-17,10.73,16.668,7.408,16.65,250,29.6
2021-01-18,9.25,14.816,3.704,16.65,200,24.05
2021-01-19,12.39,22.224,3.704,24.05,210,38.85
2021-01-20,6.66,11.112,3.704,11.1,300,18.5
2021-01-21,10.92,16.668,5.556,20.35,250,37
2021-01-22,9.81,18.52,3.704,22.2,290,31.45
2021-01-23,8.33,12.964,3.704,20.35,150,35.15
2021-01-24,7.03,12.964,3.704,14.8,300,22.2
2021-01-25,7.96,12.964,3.704,14.8,150,24.05
2021-01-26,10.92,18.52,5.556,24.05,110,35.15
2021-01-27,9.81,16.668,3.704,20.35,120,29.6
2021-01-28,18.69,24.076,12.964,29.6,190,46.25
2021-01-29,16.09,29.632,3.704,35.15,90,55.5
2021-01-30,27.75,37.04,18.52,40.7,60,61.05
2021-01-31,21.83,25.928,18.52,29.6,90,44.4
2021-02-01,15.73,20.372,12.964,24.05,120,37
2021-02-02,13.32,20.372,7.408,25.9,80,40.7
2021-02-03,13.69,18.52,3.704,20.35,200,31.45
2021-02-04,10.36,14.816,5.556,18.5,310,25.9
2021-02-05,11.84,16.668,7.408,20.35,280,29.6
2021-02-06,10.92,12.964,7.408,16.65,50,24.05
2021-02-07,21.64,31.484,12.964,37,90,53.65
2021-02-08,19.79,25.928,16.668,29.6,90,44.4
2021-02-09,22.57,29.632,14.816,33.3,60,49.95
2021-02-10,16.84,22.224,12.964,25.9,70,38.85
2021-02-11,27.94,35.188,16.668,40.7,120,61.05
2021-02-12,29.41,35.188,24.076,42.55,120,62.9
2021-02-13,27.38,33.336,20.372,37,120,57.35
2021-02-14,29.41,48.152,16.668,53.65,200,92.5
2021-02-15,21.83,29.632,14.816,40.7,170,68.45
2021-02-16,24.42,46.3,12.964,49.95,210,83.25
2021-02-17,21.64,37.04,3.704,40.7,200,68.45
2021-02-18,17.21,25.928,5.556,29.6,250,48.1
2021-02-19,24.79,35.188,16.668,38.85,160,62.9
2021-02-20,22.76,37.04,9.26,40.7,210,70.3
2021-02-21,20.16,33.336,9.26,33.3,210,55.5
2021-02-22,21.46,35.188,9.26,40.7,150,66.6
2021-02-23,29.41,42.596,18.52,48.1,200,77.7
2021-02-24,22.39,33.336,12.964,40.7,200,70.3
2021-02-25,12.39,18.52,7.408,22.2,250,37
2021-02-26,16.46,27.78,7.408,35.15,200,49.95
2021-02-27,11.66,22.224,5.556,24.05,180,31.45
2021-02-28,7.58,12.964,3.704,14.8,110,27.75
2021-03-01,11.28,12.964,9.26,14.8,80,24.05
2021-03-02,7.77,11.112,3.704,12.95,120,16.65
2021-03-03,8.51,12.964,3.704,14.8,10,22.2
2021-03-04,7.96,14.816,1.852,22.2,80,27.75
2021-03-05,11.28,18.52,5.556,20.35,120,35.15
2021-03-06,11.47,20.372,5.556,22.2,170,33.3
2021-03-07,10.18,16.668,7.408,18.5,190,25.9
2021-03-08,14.24,24.076,7.408,25.9,220,42.55
2021-03-09,21.83,38.892,9.26,42.55,200,70.3
2021-03-10,25.71,42.596,5.556,46.25,230,83.25
2021-03-11,25.16,37.04,20.372,44.4,260,75.85
2021-03-12,19.61,29.632,5.556,38.85,190,62.9
2021-03-13,23.86,35.188,9.26,40.7,260,70.3
2021-03-14,21.64,33.336,12.964,38.85,270,62.9
2021-03-15,11.47,16.668,5.556,18.5,260,27.75
2021-03-16,12.21,16.668,7.408,22.2,340,40.7
2021-03-17,9.43,14.816,3.704,18.5,350,29.6
2021-03-18,12.95,18.52,7.408,22.2,340,40.7
2021-03-19,11.66,20.372,3.704,25.9,340,40.7
2021-03-20,6.85,16.668,1.852,18.5,350,29.6
2021-03-21,9.43,12.964,5.556,18.5,240,27.75
2021-03-22,14.43,20.372,9.26,22.2,220,35.15
2021-03-23,22.57,35.188,12.964,38.85,200,62.9
2021-03-24,15.73,31.484,9.26,37,200,57.35
2021-03-25,22.57,33.336,11.112,37,210,57.35
2021-03-26,21.83,37.04,12.964,44.4,280,68.45
2021-03-27,27.75,40.744,9.26,44.4,210,68.45
2021-03-28,30.34,38.892,12.964,42.55,210,72.15
2021-03-29,32,40.744,25.928,42.55,210,64.75
2021-03-30,17.58,25.928,11.112,29.6,200,44.4
2021-03-31,9.25,16.668,7.408,14.8,280,25.9
2021-04-01,18.87,24.076,11.112,25.9,100,42.55
2021-04-02,14.8,20.372,9.26,24.05,60,35.15
2021-04-03,7.58,11.112,3.704,14.8,120,24.05
2021-04-04,12.95,24.076,1.852,29.6,280,44.4
2021-04-05,16.84,24.076,7.408,31.45,0,49.95
2021-04-06,15.91,25.928,7.408,31.45,350,51.8
2021-04-07,11.84,24.076,3.704,27.75,270,42.55
2021-04-08,16.46,25.928,5.556,29.6,240,42.55
2021-04-09,13.69,24.076,5.556,27.75,10,38.85
2021-04-10,11.47,20.372,5.556,24.05,350,42.55
2021-04-11,12.95,25.928,7.408,29.6,260,49.95
2021-04-12,10.92,22.224,3.704,25.9,280,37
2021-04-13,6.66,12.964,1.852,16.65,250,31.45
2021-04-14,8.51,11.112,3.704,12.95,120,22.2
2021-04-15,12.39,20.372,5.556,22.2,200,38.85
2021-04-16,13.13,24.076,5.556,27.75,170,38.85
2021-04-17,18.31,25.928,11.112,29.6,170,46.25
2021-04-18,12.95,16.668,9.26,18.5,180,29.6
2021-04-19,12.21,18.52,5.556,20.35,150,35.15
2021-04-20,10.73,20.372,3.704,24.05,20,33.3
2021-04-21,13.13,22.224,5.556,20.35,30,29.6
2021-04-22,13.13,18.52,7.408,22.2,120,37
2021-04-23,15.17,22.224,9.26,25.9,110,37
2021-04-24,14.8,20.372,9.26,25.9,90,38.85
2021-04-25,13.88,20.372,9.26,22.2,100,33.3
2021-04-26,11.1,24.076,3.704,27.75,270,38.85
2021-04-27,17.58,25.928,9.26,31.45,0,53.65
2021-04-28,16.46,20.372,9.26,24.05,350,40.7
2021-04-29,9.25,14.816,3.704,22.2,10,33.3
2021-04-30,8.51,12.964,5.556,18.5,20,25.9
2021-05-01,7.58,16.668,1.852,20.35,0,31.45
2021-05-02,9.25,18.52,3.704,24.05,240,35.15
2021-05-03,28.86,40.744,12.964,46.25,300,74
2021-05-04,21.46,29.632,14.816,37,300,64.75
2021-05-05,12.02,20.372,3.704,27.75,310,46.25
2021-05-06,12.21,22.224,3.704,25.9,0,38.85
2021-05-07,11.84,25.928,1.852,29.6,120,46.25
2021-05-08,22.76,35.188,11.112,40.7,80,64.75
2021-05-09,22.01,33.336,12.964,38.85,170,62.9
2021-05-10,19.42,25.928,12.964,29.6,210,44.4
2021-05-11,17.02,25.928,1.852,29.6,180,46.25
2021-05-12,11.1,16.668,5.556,22.2,0,35.15
2021-05-13,9.43,14.816,3.704,20.35,290,29.6
2021-05-14,8.33,14.816,3.704,24.05,170,37
2021-05-15,12.95,18.52,7.408,22.2,130,37
2021-05-16,12.58,24.076,7.408,25.9,350,42.55
2021-05-17,11.66,20.372,3.704,24.05,290,37
2021-05-18,10.73,18.52,1.852,22.2,290,35.15
2021-05-19,10.92,16.668,5.556,18.5,230,27.75
2021-05-20,22.39,38.892,11.112,42.55,100,61.05
2021-05-21,19.79,24.076,14.816,29.6,340,49.95
2021-05-22,12.95,20.372,9.26,25.9,310,37
2021-05-23,13.13,24.076,3.704,35.15,210,53.65
2021-05-24,16.65,27.78,5.556,35.15,260,51.8
2021-05-25,13.13,22.224,5.556,27.75,0,42.55
2021-05-26,6.48,9.26,1.852,11.1,310,18.5
2021-05-27,11.84,16.668,7.408,20.35,140,33.3
2021-05-28,5.18,7.408,1.852,11.1,170,16.65
2021-05-29,6.29,12.964,1.852,14.8,310,24.05
2021-05-30,11.1,20.372,3.704,25.9,200,38.85
2021-05-31,15.73,25.928,7.408,29.6,160,46.25
2021-06-01,12.95,20.372,7.408,24.05,340,38.85
2021-06-02,8.69,16.668,1.852,18.5,340,29.6
2021-06-03,15.73,25.928,3.704,31.45,210,48.1
2021-06-04,15.54,22.224,9.26,25.9,150,40.7
2021-06-05,9.81,16.668,1.852,18.5,250,27.75
2021-06-06,7.4,12.964,3.704,16.65,230,24.05
2021-06-07,14.24,20.372,5.556,25.9,170,40.7
2021-06-08,14.62,20.372,7.408,27.75,190,46.25
2021-06-09,18.31,24.076,14.816,27.75,200,40.7
2021-06-10,22.57,33.336,11.112,35.15,220,59.2
2021-06-11,15.17,20.372,7.408,27.75,260,37
2021-06-12,12.77,20.372,7.408,24.05,210,35.15
2021-06-13,17.02,25.928,9.26,29.6,200,42.55
2021-06-14,13.32,22.224,1.852,25.9,280,37
2021-06-15,16.28,25.928,3.704,29.6,210,51.8
2021-06-16,15.73,22.224,5.556,27.75,220,40.7
2021-06-17,11.28,20.372,3.704,24.05,300,35.15
2021-06-18,7.4,11.112,3.704,14.8,300,22.2
2021-06-19,10.36,20.372,3.704,22.2,170,35.15
2021-06-20,12.39,20.372,7.408,24.05,0,38.85
2021-06-21,17.76,25.928,9.26,31.45,340,48.1
2021-06-22,9.25,14.816,3.704,16.65,280,25.9
2021-06-23,10.36,16.668,3.704,18.5,300,25.9
2021-06-24,11.66,16.668,3.704,20.35,260,37
2021-06-25,17.58,24.076,11.112,31.45,20,44.4
2021-06-26,15.54,18.52,7.408,22.2,350,37
2021-06-27,13.32,20.372,3.704,22.2,330,35.15
2021-06-28,12.58,18.52,7.408,22.2,0,33.3
2021-06-29,13.69,18.52,9.26,22.2,0,35.15
2021-06-30,8.14,11.112,5.556,12.95,350,20.35
2021-07-01,7.58,14.816,0,16.65,300,24.05
2021-07-02,6.85,9.26,1.852,11.1,160,20.35
2021-07-03,11.1,18.52,3.704,20.35,110,33.3
2021-07-04,10.54,18.52,3.704,22.2,270,37
2021-07-05,10.18,16.668,5.556,20.35,300,29.6
2021-07-06,13.32,18.52,7.408,20.35,290,31.45
2021-07-07,12.02,16.668,7.408,20.35,290,33.3
2021-07-08,7.4,11.112,3.704,14.8,220,24.05
2021-07-09,7.22,12.964,3.704,14.8,150,22.2
2021-07-10,6.66,11.112,5.556,16.65,170,24.05
2021-07-11,9.62,16.668,3.704,20.35,350,31.45
2021-07-12,8.88,18.52,1.852,20.35,350,33.3
2021-07-13,6.29,14.816,3.704,16.65,280,25.9
2021-07-14,12.39,18.52,5.556,22.2,290,33.3
2021-07-15,8.88,16.668,3.704,18.5,310,24.05
2021-07-16,7.58,12.964,3.704,12.95,300,20.35
2021-07-17,6.29,14.816,1.852,18.5,330,27.75
2021-07-18,9.81,14.816,5.556,18.5,350,29.6
2021-07-19,7.58,11.112,5.556,12.95,10,20.35
2021-07-20,7.77,11.112,5.556,14.8,290,22.2
2021-07-21,6.29,11.112,1.852,14.8,100,31.45
2021-07-22,8.88,12.964,5.556,14.8,90,25.9
2021-07-23,10.36,18.52,5.556,24.05,140,42.55
